step,customer,age,gender,zipcodeOri,merchant,zipMerchant,category,amount,fraud,transaction_id
7997,C002795,24,M,21195,Store M,58070,Clothing,159.24,0,8530c66f-1f80-441f-8524-8c920912a8ec
2942,C002796,66,M,49374,Store N,50555,Clothing,984.17,0,cc980ff8-ffa6-4c9c-a2f3-192e62fbcea0
157,C002797,71,M,73539,Store O,18555,Groceries,970.56,0,f2fe8a6d-9a82-4c59-88d9-3b0de506ed26
6999,C002798,62,M,36248,Store P,12116,Groceries,659.42,0,dc44cb26-9f77-483a-ba49-3e8538c992f4
761,C002799,21,F,61454,Store Q,20547,Jewelry,15608.04,1,05dbaecb-972d-438d-9174-b4015c3b238a
8966,C002800,31,M,36226,Store R,22710,Gifts,11388.18,1,f898d284-134b-4f61-8a9f-e638c060c920
6408,C002801,59,F,96315,Store S,78097,Electronics,962.56,0,032a2512-2c85-4edf-a48b-3b3dad57820f
9745,C002802,59,M,86202,Store T,48807,Utilities,429.5,0,a7e2a247-27d2-4690-90d8-63555c3c5793
6732,C002803,27,F,95915,Store U,50636,Utilities,247.07,0,72936cf5-9fc2-4e51-a515-9aeb9139e256
958,C002804,76,M,41709,Store V,41086,Clothing,124.22,0,a317bb6a-7108-439d-b02f-2e2d1b25575a
254,C002805,61,F,52850,Store W,65417,Jewelry,8121.88,1,a27bad61-8633-46a6-8566-777844aade31
7886,C002806,51,M,50537,Store X,45310,Clothing,576.49,0,ea6d7596-8162-42b2-bdf4-8ec34c6e5c50
1570,C002807,43,M,73458,Store Y,49488,Utilities,252.64,0,ceecf309-c20c-4125-af06-0e50e9efd301
7494,C002808,40,M,40949,Store Z,63172,Jewelry,14813.74,1,69782e4b-b01f-4577-b8a1-ba05f5062a35
7506,C002809,26,M,35853,Store A,92803,Utilities,388.36,0,99048202-389f-4e70-b509-b0e573c0e2f7
6884,C002810,78,F,31997,Store B,11172,Groceries,888.0,0,7c14680e-5930-403c-a60c-328a3ea36b5a
5007,C002811,54,F,45870,Store C,49806,Travel,13377.17,1,066a0d9c-0ff8-4136-aaa8-09ef30c88741
9000,C002812,25,M,68529,Store D,97515,Electronics,626.38,0,2b90b939-9180-4aae-9925-3a81de9c308a
5769,C002813,70,F,73371,Store E,63826,Clothing,560.99,0,416ba492-ba4a-4b36-9855-097d8a1b9d5c
4917,C002814,31,M,60607,Store F,90221,Clothing,886.71,0,bedd48e3-1648-48f6-9863-e63a91e37120
9974,C002815,24,M,68523,Store G,38544,Dining,72.79,0,0273d8cc-69fb-4493-9e4d-eab5b121537e
9414,C002816,24,F,44114,Store H,36738,Groceries,76.68,0,1836e64c-2318-47a0-b3ba-b5e8308bd634
7542,C002817,26,F,51588,Store I,53635,Utilities,704.72,0,180b63ee-c5b7-49c8-855a-ae8a8fec73a6
6708,C002818,20,F,60366,Store J,36670,Groceries,770.28,0,3b1c7d36-95c5-4e9a-93bb-e6add3e2dbab
3201,C002819,31,M,39871,Store K,69665,Luxury,11503.84,1,fa184a5f-e0e8-4623-8999-66353ff34726
6558,C002820,34,M,77497,Store L,34688,Jewelry,10284.58,1,54500a85-5b76-489a-93b5-c7e61f83f0f6
7548,C002821,67,F,72284,Store M,65840,Jewelry,9169.18,1,1e64f31b-783a-43fb-b073-21083ae1d684
9072,C002822,61,M,15690,Store N,82078,Utilities,242.05,0,9f66cb69-c6ce-4bf9-9975-b4159c7ba128
5089,C002823,39,F,25168,Store O,36939,Utilities,912.84,0,f68ece4d-e939-48fe-b310-0a643d27c683
1,C002824,63,F,55875,Store P,62385,Electronics,302.19,0,eb8d1995-64d1-487c-afb9-989517d3e7a9
167,C002825,43,F,80994,Store Q,91301,Groceries,651.6,0,cf91f4b0-fc07-4969-8519-13dbbca83f5c
2064,C002826,75,F,75116,Store R,10143,Utilities,789.22,0,9e2be6e2-346d-4d1f-b571-560c3f330074
8304,C002827,45,F,20033,Store S,62839,Dining,31.75,0,7e421bea-1a0e-42ca-b951-40bf489a2082
1126,C002828,62,F,83583,Store T,81337,Electronics,43.54,0,e286cb9b-7909-4b5c-91b0-2c72c7ec9cb4
2642,C002829,31,M,14902,Store U,37151,Electronics,339.81,0,f83cbfce-e309-465a-86fd-6be8287e3b0a
1430,C002830,26,M,11496,Store V,97172,Dining,699.06,0,2870c8d7-1fde-4e8a-9388-af6b1e29656d
6102,C002831,68,F,71263,Store W,64770,Jewelry,8911.98,1,0e1ee590-5af3-462e-8b68-2d4db290cbb6
1635,C002832,43,F,37664,Store X,96405,Utilities,11.47,0,68e0762a-b792-4967-a0a8-62bb543888d7
8863,C002833,19,F,52203,Store Y,82873,Jewelry,9322.22,1,aed120fb-6c38-4ee6-822c-3f855486d806
3112,C002834,28,M,14582,Store Z,34535,Dining,99.23,0,1884a838-62d4-4151-b3f8-2e82eacc7aae
1691,C002835,34,F,39482,Store A,52980,Utilities,227.22,0,939837f0-fa6f-4acd-ad93-be3c5db31a64
7716,C002836,51,F,44811,Store B,72623,Dining,339.86,0,0a181904-1d02-4c4e-8897-98074656ee5f
6641,C002837,36,F,46144,Store C,18116,Dining,136.78,0,decba711-15d8-4e4c-b442-678b84894847
3958,C002838,56,M,51476,Store D,95650,Clothing,709.3,0,67e91fc3-a15b-4cd9-84a3-033ff059736c
9157,C002839,35,F,41872,Store E,68092,Utilities,263.36,0,9d575e0a-9f10-4176-8814-3ee68738bd03
281,C002840,30,M,92754,Store F,57515,Groceries,664.48,0,5c890147-d708-43ba-acc1-f751ab1ed7f7
4447,C002841,22,M,27007,Store G,23998,Clothing,603.04,0,96119ee7-9f8d-4fe3-b2dc-46a456bbec55
2809,C002842,67,F,60199,Store H,40279,Clothing,899.07,0,f894202f-214a-400d-89d5-858021bebb84
5403,C002843,40,M,60716,Store I,75150,Clothing,97.05,0,d2a6f769-62d3-482e-8ab5-77cd79c10910
1965,C002844,75,M,95902,Store J,62096,Clothing,222.46,0,094eb76c-444e-4936-b292-dd7fbaed1fac
823,C002845,73,M,43264,Store K,63955,Groceries,866.53,0,af9d1293-a3f0-4f56-b680-76eb54912e92
9630,C002846,41,F,75230,Store L,60360,Clothing,823.91,0,c540ffb1-02b1-4f4b-ba95-ce0edc07f610
2062,C002847,46,M,37005,Store M,62885,Groceries,200.18,0,af0724b2-9d9b-47b5-b77d-4a6cc5722c37
5176,C002848,65,F,41475,Store N,24905,Groceries,116.66,0,0b1b40ad-c388-4aa8-a26d-d2b59421796c
3866,C002849,64,F,26926,Store O,73706,Clothing,857.68,0,922219b5-33a6-410a-8177-4899846fcb2b
4295,C002850,25,F,43683,Store P,22300,Electronics,186.36,0,80aa4d4d-f4b8-4048-a270-b311602ccd19
9657,C002851,43,M,93721,Store Q,28202,Groceries,872.4,0,b69fca00-6911-4c33-881d-d48e496c7a64
78,C002852,32,F,86810,Store R,79030,Clothing,961.5,0,a4f4a319-9329-4143-9f7f-34571f388f0d
2160,C002853,74,M,56049,Store S,76021,Dining,228.6,0,ec1f8fee-e6a0-4ccf-bec8-a4fd464c75f0
3188,C002854,18,M,59483,Store T,94935,Dining,841.98,0,42cf39c1-1142-4d33-b013-6cd8deabd580
9358,C002855,45,M,49913,Store U,46247,Utilities,429.59,0,0f0a31cb-8d53-484e-9be1-dd03420427c3
7136,C002856,66,M,70934,Store V,16929,Groceries,790.89,0,09a0cc1e-5e71-4512-9ca2-0e1477228690
790,C002857,79,F,52494,Store W,55174,Groceries,413.32,0,dc88ba18-0791-410a-a61e-c70f5882e546
1564,C002858,64,F,40288,Store X,38603,Jewelry,6055.93,1,5c01c7e9-862e-450e-96a2-b5a6074c9a44
1323,C002859,63,M,35682,Store Y,55967,Dining,715.57,0,aa68e585-ff8c-48b7-bc2f-00f4f1e4fe9c
6674,C002860,31,F,77125,Store Z,14937,Groceries,159.18,0,8aebd185-7d93-4f49-8a03-9e21bb5d740d
1503,C002861,59,F,40809,Store A,60175,Groceries,927.75,0,c947bf34-6c08-4076-addd-b39528b86ec6
7117,C002862,51,F,94406,Store B,88610,Dining,423.57,0,63c78fda-8282-419e-aa98-98d7bbab0e27
9684,C002863,76,M,61742,Store C,75772,Clothing,91.18,0,00fc4162-5ca0-43d6-ac0d-050f2b69cb7a
1660,C002864,48,F,69584,Store D,33070,Gifts,8427.2,1,afab2ea7-ea3f-4864-9f14-5b2076257c50
9508,C002865,23,M,84215,Store E,21476,Jewelry,17937.76,1,33d7dc28-8b67-4e97-af00-03b675a0d6c3
3063,C002866,79,F,18803,Store F,95263,Electronics,327.87,0,0a2a47e0-2a24-4c5e-89be-1eece1ffd241
8317,C002867,66,M,62572,Store G,62369,Travel,17844.92,1,15daabe5-727c-487f-b5a9-a129f173c946
3063,C002868,22,M,70538,Store H,28339,Dining,180.56,0,de75d219-7da8-4771-8cef-d5839150c1dd
8711,C002869,48,M,60608,Store I,32539,Dining,473.54,0,92b276e4-c8e9-4013-8e06-06960db24065
2071,C002870,54,F,53153,Store J,67079,Clothing,879.48,0,79b93f96-c45b-4f49-89cd-c347c0250e74
4258,C002871,32,M,58657,Store K,10228,Dining,57.92,0,a0228285-e4ea-4cae-aabb-2c2267c6e079
2554,C002872,32,F,19529,Store L,64090,Jewelry,9564.16,1,0a3ecf90-664a-4b20-a8a0-258f8662a554
1045,C002873,69,M,58208,Store M,96980,Jewelry,18647.77,1,404b3ce8-a71e-45a3-998d-e43e954deeaf
9980,C002874,60,F,85928,Store N,75202,Gifts,13947.89,1,d1f988f5-bcc3-4a28-b939-778ad828c941
5958,C002875,22,M,47265,Store O,33199,Dining,719.07,0,67928589-af5a-443f-9e64-3b04f310941a
4579,C002876,45,F,14583,Store P,91628,Clothing,843.71,0,4604f5a8-322e-4e34-b271-8a1def9cb30b
5622,C002877,50,M,71226,Store Q,22451,Electronics,528.36,0,534e49b2-f816-46c9-914f-0109197d969b
1967,C002878,28,M,36690,Store R,89527,Gifts,17680.49,1,9beca322-6d8c-4f06-a87f-c2bb7a211706
4970,C002879,60,M,20328,Store S,22669,Luxury,14581.47,1,0833db67-4def-43e6-af19-ddf7840e7770
2251,C002880,23,F,97174,Store T,82410,Luxury,15284.76,1,6b336a3b-6f90-40aa-9f14-4d3360ea1152
8334,C002881,40,M,26238,Store U,72885,Jewelry,7292.82,1,404af8b3-cda5-4493-9849-2a5be892eb07
9196,C002882,57,M,49113,Store V,33989,Gifts,19085.28,1,b20c762d-10a1-40cd-82b6-52c1ddb50fb9
2015,C002883,80,M,98491,Store W,94739,Clothing,798.12,0,dbb15760-db95-45a8-b10d-d46c79b4ef35
4625,C002884,19,M,66235,Store X,78525,Dining,261.65,0,4ca25b79-c7d2-416e-941e-85e020c0bf36
3609,C002885,80,F,31682,Store Y,82674,Utilities,584.19,0,29731d11-ad1e-4b0e-ac37-d39a1dc1e975
6720,C002886,32,M,57442,Store Z,44761,Utilities,382.7,0,cea141c3-ba35-4ceb-9180-174bf904cabf
9161,C002887,40,M,91998,Store A,45813,Electronics,663.8,0,f85a864d-bbd9-47b2-9830-77a42716c257
3926,C002888,39,F,81188,Store B,81729,Electronics,993.81,0,33c666ea-4533-475c-afd7-f52302c05611
5869,C002889,26,F,26761,Store C,26157,Luxury,5686.2,1,027f4158-b31d-43c4-8999-655129c92808
805,C002890,64,F,72188,Store D,93912,Utilities,953.0,0,be208318-27e4-456f-83b2-df9f1258ff43
1335,C002891,57,M,99887,Store E,95519,Clothing,81.67,0,241e92ae-003f-48b3-b8eb-58bb816c7e7e
668,C002892,47,F,21176,Store F,62739,Utilities,466.16,0,9ab6fe89-0cb9-45d2-91b7-c7edab82ee7c
385,C002893,33,F,67498,Store G,74156,Luxury,12231.64,1,821c0eb6-af95-4de3-8750-17ae21c98c3f
9801,C002894,76,F,58329,Store H,98283,Electronics,276.04,0,2805ddfa-184d-42f1-a08a-bab076f12e89
3255,C002895,63,M,35639,Store I,41626,Electronics,571.03,0,769edb6d-9bcd-4b0b-aeb3-dc2deb52e082
3441,C002896,64,M,77752,Store J,14459,Groceries,835.62,0,075c9360-8c1b-4e04-bda7-adda00e0f410
2749,C002897,69,M,37415,Store K,80623,Electronics,301.02,0,0cb0f149-35ed-4a2e-b7cc-d6aa343a979e
13,C002898,47,F,42657,Store L,60071,Utilities,79.7,0,22de3202-366e-48f0-9a4b-91d76da5759c
7727,C002899,62,M,48217,Store M,24898,Travel,14484.26,1,77a708b2-7776-4831-99ad-e0ff393ba456
5404,C002900,26,F,93383,Store N,51001,Groceries,754.23,0,da0277c4-1c76-48c9-b09d-f81f2e27bd9e
7455,C002901,18,F,62622,Store O,24758,Electronics,954.98,0,5260e9e7-28bb-441f-8ef0-e929b21a0a7b
6152,C002902,76,F,27900,Store P,57238,Utilities,167.93,0,99142e24-3cb1-46a0-a6c6-01dbc4cb8e16
6231,C002903,55,M,21242,Store Q,25121,Clothing,902.35,0,d02cc717-5712-45a8-a246-1289bc6f2b8e
101,C002904,25,F,47191,Store R,93202,Utilities,487.3,0,10ae05f8-c026-48ab-89fe-4593970f8fce
4979,C002905,76,F,57601,Store S,56270,Electronics,243.4,0,411bd925-24b7-4e54-874b-45c4969d1f1f
9505,C002906,76,M,74930,Store T,57851,Dining,963.12,0,fe82d08a-7528-4e9a-b0dc-e68887f4ed65
6535,C002907,69,F,27910,Store U,70909,Electronics,246.04,0,4dee5a56-7cd0-403c-80ad-7d33cf85acfc
4705,C002908,35,F,24978,Store V,58915,Electronics,736.11,0,310e717b-d92e-4bc1-b3a0-53ee2cc56ebb
450,C002909,44,F,59940,Store W,58993,Luxury,16773.3,1,148ab79f-2ce1-45e4-a956-df399f422ffa
3168,C002910,35,M,23606,Store X,44888,Dining,436.21,0,5aa7ab1d-abc7-4699-af1e-6674a661f9f8
5381,C002911,49,F,42031,Store Y,23893,Luxury,15349.77,1,25c9751c-d479-4b00-9cf3-05f40d59c0ff
8313,C002912,75,M,17421,Store Z,96416,Gifts,13587.16,1,c6749099-159e-437f-b93a-979931d23aef
3857,C002913,66,M,65729,Store A,41712,Groceries,200.11,0,cda24d6e-e9e7-45e9-b956-2a3f5c7fbec5
1076,C002914,49,F,12548,Store B,39943,Utilities,762.29,0,91363c04-ab94-4004-8236-150ebd1ba714
4414,C002915,70,F,17252,Store C,15306,Jewelry,18920.24,1,7a73097b-a08d-49c9-bc86-fb61573cf629
702,C002916,65,F,57624,Store D,75461,Clothing,493.75,0,06dce181-ee3d-456b-b3ab-cb4bc6114391
3349,C002917,62,F,88385,Store E,34107,Electronics,994.37,0,0948505b-1289-4c3e-ad9a-a8b89e7cc271
8186,C002918,71,M,80144,Store F,20709,Dining,433.69,0,69e146bc-4e88-4862-81b4-9e821afc53ff
6837,C002919,53,M,16745,Store G,24914,Travel,12196.05,1,d7418cef-10b2-431a-b1ed-81620296d586
8213,C002920,53,F,45830,Store H,38412,Groceries,677.16,0,aaa9b71d-bc56-47f2-a3b1-17159209eb18
5835,C002921,38,M,48049,Store I,75326,Clothing,193.91,0,5e927d65-8216-4ddd-847b-41adb454eb8a
2250,C002922,63,F,47530,Store J,26151,Groceries,902.93,0,4b2f529c-1210-49b3-9772-22bc22595247
3223,C002923,49,F,40222,Store K,74690,Electronics,803.26,0,04189ac8-30cd-47f5-94f2-3c3c36f37b5b
4992,C002924,48,F,19640,Store L,15009,Luxury,18086.26,1,a753b877-2cf5-49be-b73b-a98adead8ec8
9375,C002925,54,F,43734,Store M,95782,Electronics,613.46,0,9667d7f1-fd47-4a2b-b952-807ba7085657
8119,C002926,33,M,65228,Store N,59280,Groceries,884.91,0,4209727e-e1d9-4a41-900e-3cbe86461e86
2552,C002927,63,M,97614,Store O,71818,Dining,683.17,0,71c68c92-a61c-41f7-8c03-923c9842a604
8258,C002928,79,F,67707,Store P,70530,Dining,516.45,0,6a9e47dc-d391-4ffe-a98f-d0690a3b6e52
8103,C002929,63,F,33565,Store Q,11345,Jewelry,18976.86,1,b1ccb7ee-c3ee-4a47-b011-e0f0d72f1475
8664,C002930,31,M,54054,Store R,86164,Dining,445.32,0,c214d11d-f5af-49ff-ba01-cd4625f31191
2215,C002931,74,M,63568,Store S,49900,Jewelry,12508.55,1,8fa32122-d5fd-4488-ba3a-089a6fd13cb3
8535,C002932,41,M,76045,Store T,96562,Jewelry,7543.16,1,b8c7dce4-08f9-44c5-bcd0-01fbdc6c8218
718,C002933,42,F,82351,Store U,39289,Clothing,948.18,0,c492fb7d-b366-4937-9b2b-cd726ce44e44
2461,C002934,78,M,67647,Store V,39432,Clothing,228.84,0,440e15ed-5fbe-4132-b864-61376365efca
3256,C002935,63,F,68312,Store W,95143,Utilities,209.4,0,cb5c3502-4819-4d8e-a8da-07a0080ba1f3
5791,C002936,68,F,52398,Store X,74140,Dining,110.18,0,b5883f1e-7fd9-4ce8-898d-c7bf1d57082b
5335,C002937,79,M,70865,Store Y,29860,Groceries,458.83,0,17eaad75-a269-4cbc-92d1-528b1b441d7a
6831,C002938,52,F,42408,Store Z,15097,Luxury,9104.22,1,3aea0d27-65bc-4fc2-abf2-e1369ada0636
7755,C002939,34,M,98428,Store A,37114,Electronics,743.37,0,7f36b659-c83d-4abe-b115-3805d9ae56b2
6941,C002940,63,F,74225,Store B,70198,Jewelry,9612.82,1,08813f3e-44c2-4ace-93bb-df234b32dd35
3633,C002941,59,F,88812,Store C,23473,Travel,15811.55,1,3c917d33-edc7-42a7-a529-1b429fc515ca
9248,C002942,62,F,13500,Store D,73634,Groceries,204.0,0,23755965-7970-4b79-902a-ff431a3d8cf3
15,C002943,71,F,61351,Store E,34831,Utilities,237.67,0,f0f70372-694e-4402-815e-197f3e2fb84a
8209,C002944,21,F,22546,Store F,32106,Groceries,808.11,0,f33aa8b8-a1be-4bf2-bace-13e1dc8783f8
9972,C002945,28,F,63053,Store G,86145,Gifts,10566.4,1,3229476e-ffa6-4a24-a5e4-b19e6b58c686
1950,C002946,64,M,50526,Store H,69097,Utilities,120.66,0,e5d42ca9-ce97-463e-b5b8-d27cd5c47f9d
8273,C002947,32,M,90578,Store I,80282,Jewelry,19421.06,1,64e4b722-bcdf-4c07-8a40-97d9c1832f5a
6800,C002948,47,F,48153,Store J,40384,Electronics,185.62,0,6422b18b-89e9-4666-8960-09b74b497d02
6580,C002949,41,M,10229,Store K,72754,Electronics,158.7,0,2c58716d-3d42-4237-b88c-c2d00b0ee4c4
3080,C002950,19,F,61638,Store L,62563,Clothing,364.8,0,b3dc9df2-23ed-41ec-a3d0-62900f45e991
8128,C002951,60,M,34725,Store M,26459,Dining,104.68,0,3631208f-cf3f-491d-ba4d-d9e7989dec03
9211,C002952,51,M,43677,Store N,41288,Groceries,164.06,0,6901291e-4c5a-4d18-9d14-0143a163389a
8972,C002953,40,F,87256,Store O,46379,Electronics,847.98,0,1e0f1e53-7f0c-4090-a187-467368122c5b
1825,C002954,78,M,60129,Store P,83537,Utilities,179.79,0,0e0ed452-74d1-4e91-accb-5bf1c85890fc
6330,C002955,48,F,41879,Store Q,85720,Gifts,6671.4,1,b31c5df6-2ddf-4bce-870a-1ada1f1be49c
3865,C002956,54,M,92554,Store R,22949,Utilities,881.16,0,d7bc55d7-81d5-4233-af3e-ce52713202ac
2514,C002957,30,F,14717,Store S,54338,Groceries,449.36,0,6e6b433c-669e-479f-9c7e-7b169d14d82f
6711,C002958,50,M,94110,Store T,81655,Groceries,165.59,0,85167d2c-6bad-4a25-a923-94fc60ee2dca
8517,C002959,24,F,88771,Store U,45162,Dining,585.7,0,565c26fb-566a-4b94-85d2-e50017c9115f
3491,C002960,49,M,15189,Store V,44184,Luxury,5622.59,1,0ea35789-1a20-4211-9caf-326250f62ace
8869,C002961,24,F,96859,Store W,72662,Groceries,433.11,0,77dbfc01-bb6b-4f67-ac3a-4881fca5b62d
6126,C002962,59,M,99001,Store X,83379,Groceries,594.41,0,5c489cd1-dbe3-47d1-bd2b-ba6b25873ab1
8080,C002963,55,F,87508,Store Y,36805,Electronics,957.55,0,092d05a9-0c05-4356-b022-9fff49119c27
4889,C002964,69,M,11865,Store Z,18431,Dining,333.2,0,775927b0-5eb4-4f04-a388-883dfd5a2fb8
2705,C002965,61,F,14540,Store A,93697,Groceries,767.4,0,32bb15f0-1108-4aa5-bf7c-5f9bb7d1f92c
9387,C002966,30,M,67441,Store B,38836,Travel,6990.5,1,aea357fa-e630-445a-9f41-b3bf508e5c1e
6261,C002967,41,F,88000,Store C,72393,Groceries,439.25,0,3bca146c-7590-46e5-b1d1-e38351521d97
9097,C002968,45,F,47582,Store D,14146,Utilities,230.9,0,bd5c6267-ecea-474e-8b28-b41708679fde
4598,C002969,49,F,89132,Store E,94551,Electronics,497.54,0,33135b88-1f3f-4720-a68e-6e388a639387
2905,C002970,60,F,90922,Store F,40762,Groceries,423.06,0,b1236299-1bd3-48ad-858e-286dd4f9a1b2
1124,C002971,35,M,29906,Store G,53970,Electronics,979.99,0,c50414e3-8f45-4946-899a-c54fa9d031e3
6936,C002972,51,M,30802,Store H,80976,Dining,918.32,0,804712b3-53bc-440a-8ae7-aac293175977
4317,C002973,65,M,82354,Store I,95309,Dining,586.38,0,39716925-8a7c-48d1-b7a0-afccf3597c7a
2271,C002974,51,F,74761,Store J,58343,Clothing,184.74,0,f21ec6c0-1556-4bcc-b85a-0df35952d099
2725,C002975,68,F,67276,Store K,87804,Utilities,561.39,0,96ee5646-9dd3-4fed-ab71-fc86669b2fc5
8122,C002976,55,F,84573,Store L,35790,Clothing,794.16,0,4446d76b-8d42-442c-9e1f-6c103511984b
7672,C002977,18,F,79721,Store M,29945,Electronics,47.65,0,7dc9a902-f16a-4aa8-99f6-06a5773f817e
2259,C002978,60,F,46994,Store N,31925,Luxury,11510.44,1,d1d47ffe-c8b2-43c0-8429-34699bfbf47e
3863,C002979,67,M,17692,Store O,17658,Gifts,5639.7,1,7106e9cc-96ef-4b21-8f7a-8d5c11039b1b
9123,C002980,59,M,68396,Store P,35191,Luxury,8659.37,1,14728670-8e5f-4bff-9c51-58f2cc56b152
3647,C002981,48,M,29999,Store Q,47426,Utilities,101.19,0,b08a52b8-17ec-4b93-88db-231400c8b6d8
7026,C002982,67,F,82341,Store R,82957,Utilities,960.97,0,243dcc06-bf5c-4c06-9adf-736b471656a2
1272,C002983,79,F,13157,Store S,19322,Dining,177.14,0,bdcedf2d-52d0-4bf4-9e4e-1f329ed3e84a
8990,C002984,77,F,44873,Store T,66613,Clothing,158.6,0,8d8236e7-8bf2-4042-9f72-695669703c3c
3464,C002985,18,F,47944,Store U,32014,Jewelry,19580.82,1,24eba72a-0328-4476-a41a-3eb6199616e2
8609,C002986,68,F,43761,Store V,80891,Dining,520.81,0,6e05f49e-c372-4c01-b8df-1a629221d8eb
4942,C002987,33,F,89241,Store W,85249,Clothing,760.41,0,23778d59-d96e-4aa7-900b-d9733b0ee4ce
898,C002988,75,F,95016,Store X,74322,Jewelry,9909.72,1,e772bb2f-88ff-4ce7-b03a-3fb06ec875b3
8245,C002989,56,M,41678,Store Y,30835,Utilities,537.53,0,a286e5fd-7659-46ee-ac87-f63f64eeeca5
606,C002990,32,M,29282,Store Z,54939,Travel,5102.81,1,dc7777c7-4c0b-4dde-abd2-a5d94e3d2cba
3678,C002991,78,F,65008,Store A,20086,Groceries,414.73,0,42c8b0dc-5a5e-4940-b7be-d096a38c5d99
4548,C002992,50,F,22793,Store B,44283,Groceries,559.54,0,643494e7-2850-417e-8063-8f2b7f5834eb
8653,C002993,40,F,36542,Store C,76119,Dining,519.27,0,fb5e9c11-4268-43ba-b2d8-fa1892e15b43
775,C002994,70,M,96169,Store D,41860,Gifts,11087.3,1,e8de55a3-c944-4b0e-9236-941ef07b7022
5257,C002995,58,M,49814,Store E,36622,Utilities,790.03,0,beecb5f3-eed3-4fe5-8d42-92591f80d286
5492,C002996,51,F,25637,Store F,59271,Dining,506.62,0,2b1f758f-1daf-491e-a4b5-9933382182e4
4031,C002997,34,M,95331,Store G,62436,Luxury,14541.81,1,4a2b9f26-6aab-4346-817e-edbb013ddb64
5157,C002998,42,M,84774,Store H,50676,Utilities,192.77,0,020d5d2b-c621-43ea-bb48-7237058bad8c
5774,C002999,73,M,59757,Store I,62406,Groceries,862.89,0,88179f58-f8b5-4382-9c47-2bf515a1d57b
7176,C003000,59,F,58179,Store J,73109,Electronics,369.21,0,2e86c30f-6cfc-476d-b365-660277ca1db9
3519,C003001,23,M,19256,Store K,40173,Electronics,487.28,0,6eedb03f-c5f7-4cd7-ae10-20bb5b53bbb2
6776,C003002,48,M,64947,Store L,91791,Clothing,358.67,0,1dd441cb-cf81-4496-97c8-b78ba1bbc0ef
7607,C003003,22,F,10517,Store M,14459,Electronics,892.99,0,ce35888f-a033-452f-8bd3-e0acf7ba4938
5379,C003004,57,F,87961,Store N,97485,Jewelry,18511.1,1,54096571-b52b-4dd5-af74-739835a016b3
6674,C003005,57,M,97138,Store O,77504,Groceries,232.04,0,78869688-c694-4ec8-824f-5da83378e66e
6445,C003006,47,F,24676,Store P,45299,Groceries,755.19,0,b8f76516-ef4f-4e39-9dc7-76adf31a91e2
8677,C003007,22,M,62959,Store Q,61081,Utilities,111.85,0,28e36603-edcf-47a9-a552-f23bfcf7ab0f
9380,C003008,29,M,97355,Store R,84491,Jewelry,5447.76,1,2334ac2f-84cb-4c25-bf4a-6801d06fdcdd
3728,C003009,24,F,20781,Store S,64428,Dining,838.22,0,bafae0ff-e35e-487f-9b5e-aaafc9f0a983
3997,C003010,62,F,94192,Store T,64877,Utilities,139.87,0,7acf68d2-6004-4212-9b43-77cc28f82c76
6382,C003011,30,M,74758,Store U,38387,Utilities,163.23,0,8d05f734-0f0e-4b10-a262-eccf8d79f3e0
9902,C003012,66,F,35678,Store V,41084,Groceries,610.52,0,bd114cae-cfc6-45b0-9ba2-fe1ae8c84f97
6813,C003013,21,F,80328,Store W,10901,Dining,818.6,0,0824892e-e39f-440a-8184-96d7e63c3b59
1990,C003014,67,M,59962,Store X,40905,Electronics,197.7,0,41429d47-2b98-4f7d-9534-9e1277df798f
4346,C003015,59,M,87491,Store Y,48733,Travel,6712.88,1,21ae87b0-1003-4e7d-9ee0-084f2d3124ba
8175,C003016,20,M,55528,Store Z,40999,Travel,6159.84,1,d5291524-833f-4b95-9c48-7ccbc30d50f6
2715,C003017,29,M,18268,Store A,66584,Groceries,34.6,0,45e6fdbd-f85d-41fd-95f3-9da840e32447
7047,C003018,18,M,28693,Store B,11693,Electronics,125.31,0,2a0837a5-4573-45e0-9efb-86ff6921471e
4187,C003019,44,M,35601,Store C,65647,Travel,19140.38,1,59408a4f-3581-4ea5-9ca9-b057148bd107
339,C003020,60,F,79975,Store D,44897,Dining,104.33,0,9d7ecdc8-dba6-476e-9c7b-2ca7abaf3e20
9854,C003021,67,F,58139,Store E,46779,Jewelry,13963.38,1,93274d98-83b1-4947-b9ef-f539b046a38c
5969,C003022,30,M,23227,Store F,11365,Dining,921.76,0,ee581075-a25d-4bf6-9a66-a93afbf1d0bf
7685,C003023,34,F,53701,Store G,18387,Clothing,631.54,0,40188dcf-bafc-41c7-b579-2e38b82af0f2
6722,C003024,25,F,81925,Store H,81739,Dining,42.42,0,9b24f6e3-f5a2-459e-9aba-276568606369
8362,C003025,49,M,72425,Store I,42918,Clothing,600.45,0,01337516-12c2-430b-b113-e705c571cdb2
6506,C003026,37,F,55229,Store J,15180,Dining,904.03,0,e92fabed-e876-46bf-968d-4aa995142bff
6388,C003027,68,F,95478,Store K,40342,Utilities,329.33,0,02ea8981-0461-4e12-8dce-275fd3a70f0e
8011,C003028,34,M,99928,Store L,66246,Dining,320.49,0,eefbe121-7383-47bd-9555-9cae522ccf71
6477,C003029,51,F,92765,Store M,62476,Clothing,256.37,0,e2910984-35ac-4464-81c5-237fbd85b6ed
3013,C003030,52,F,35268,Store N,60106,Electronics,510.49,0,81116645-0485-4113-a094-a5dc10c12ecb
