step,customer,age,gender,zipcodeOri,merchant,zipMerchant,category,amount
15,C126488680,4,M,28007,M348934600,28007,transportation,3.98
15,C438957460,4,M,28007,M1823072687,28007,transportation,39.23
15,C1340398290,4,M,28007,M348934600,28007,transportation,46.4
15,C650108285,4,F,28007,M1823072687,28007,transportation,29.21
15,C709211172,4,F,28007,M348934600,28007,transportation,39.44
15,C1049957303,4,F,28007,M1823072687,28007,transportation,8.63
15,C2013871968,4,F,28007,M348934600,28007,transportation,2.83
15,C1130847219,4,M,28007,M348934600,28007,transportation,13.34
15,C1223439629,4,M,28007,M348934600,28007,transportation,25.79
15,C1076053396,4,M,28007,M348934600,28007,transportation,42.17
15,C394979408,4,F,28007,M348934600,28007,transportation,30.89
15,C1070277785,4,F,28007,M209847108,28007,wellnessandbeauty,25.54
15,C2074365962,4,M,28007,M348934600,28007,transportation,5.88
15,C1426006139,4,F,28007,M348934600,28007,transportation,7.63
15,C530747890,4,F,28007,M1823072687,28007,transportation,56.87
15,C2031701237,4,M,28007,M692898500,28007,health,21.89
15,C2031701237,4,M,28007,M50039827,28007,health,1.42
15,C1638710158,4,F,28007,M151143676,28007,barsandrestaurants,120.96
15,C1585648581,4,F,28007,M1823072687,28007,transportation,39.86
15,C1343106500,4,F,28007,M1823072687,28007,transportation,12.63
15,C1693925346,4,F,28007,M348934600,28007,transportation,4.74
15,C186469824,4,F,28007,M1823072687,28007,transportation,0.16
15,C1207205377,4,M,28007,M1823072687,28007,transportation,68.86
15,C1344489848,4,F,28007,M348934600,28007,transportation,29.07
15,C1055164842,4,M,28007,M348934600,28007,transportation,41.6
15,C1864289868,4,F,28007,M348934600,28007,transportation,31.01
15,C225675370,4,M,28007,M1823072687,28007,transportation,4.64
15,C481773197,4,F,28007,M348934600,28007,transportation,14.08
15,C247537602,4,M,28007,M1823072687,28007,transportation,3.15
15,C2120296918,4,F,28007,M1823072687,28007,transportation,4.9
15,C741680636,4,M,28007,M348934600,28007,transportation,14.12
15,C282483842,4,F,28007,M1352454843,28007,hotelservices,2.33
15,C413242191,4,F,28007,M855959430,28007,hyper,12.47
15,C1756466427,4,M,28007,M348934600,28007,transportation,36.17
15,C938915039,4,F,28007,M348934600,28007,transportation,46.2
15,C572709519,4,F,28007,M1823072687,28007,transportation,36.91
15,C44857022,4,F,28007,M1823072687,28007,transportation,23.23
15,C859276623,4,F,28007,M348934600,28007,transportation,38.96
15,C1238755034,4,M,28007,M1741626453,28007,sportsandtoys,85.58
15,C1980965530,4,M,28007,M348934600,28007,transportation,35.79
15,C331622323,4,F,28007,M1823072687,28007,transportation,44.99
15,C108794529,4,F,28007,M348934600,28007,transportation,7.02
15,C1802570035,4,F,28007,M2122776122,28007,home,206.3
15,C1849046345,4,F,28007,M1741626453,28007,sportsandtoys,396.92
15,C369046885,4,M,28007,M1823072687,28007,transportation,34.33
15,C427983732,4,F,28007,M348934600,28007,transportation,21.21
15,C2094478222,4,F,28007,M348934600,28007,transportation,62.77
15,C1402381285,4,F,28007,M1823072687,28007,transportation,0.89
15,C59433821,4,M,28007,M85975013,28007,food,5.29
15,C158030246,4,F,28007,M1823072687,28007,transportation,5.21
15,C2011457912,4,F,28007,M1823072687,28007,transportation,43.61
15,C748216113,4,F,28007,M1823072687,28007,transportation,35.47
15,C1153569753,4,F,28007,M348934600,28007,transportation,57.04
15,C804094956,4,M,28007,M1198415165,28007,wellnessandbeauty,63.23
15,C862633345,4,F,28007,M348934600,28007,transportation,24.48
15,C398651508,4,F,28007,M348934600,28007,transportation,53.96
15,C856303631,4,M,28007,M348934600,28007,transportation,53.42
15,C99215049,4,M,28007,M348934600,28007,transportation,16.08
15,C1445784416,4,M,28007,M348934600,28007,transportation,50.35
15,C1646244537,4,M,28007,M209847108,28007,wellnessandbeauty,93.75
15,C59713083,4,M,28007,M855959430,28007,hyper,29
15,C115603187,4,M,28007,M348934600,28007,transportation,34.63
15,C1201696181,4,F,28007,M348934600,28007,transportation,26.74
15,C2090486181,4,M,28007,M348934600,28007,transportation,56.27
15,C465897830,4,M,28007,M1535107174,28007,wellnessandbeauty,103.88
15,C1542180842,4,F,28007,M1823072687,28007,transportation,4.71
15,C1468082478,4,F,28007,M1823072687,28007,transportation,45.11
15,C150273597,4,M,28007,M1823072687,28007,transportation,67.35
15,C764950264,4,F,28007,M923029380,28007,home,132.9
15,C1232356156,4,F,28007,M348934600,28007,transportation,10.39
15,C1591008232,4,F,28007,M348934600,28007,transportation,11.92
15,C1977634536,4,F,28007,M1823072687,28007,transportation,23.74
15,C2138823885,4,M,28007,M348934600,28007,transportation,33.98
15,C577335130,4,M,28007,M348934600,28007,transportation,2.36
15,C1718974481,4,M,28007,M1823072687,28007,transportation,12.68
15,C1765886577,4,F,28007,M1823072687,28007,transportation,1.25
15,C1967337226,4,M,28007,M1823072687,28007,transportation,46.75
15,C1638710158,4,F,28007,M348934600,28007,transportation,4.64
15,C1870926183,4,M,28007,M348934600,28007,transportation,62.67
15,C1793707767,4,F,28007,M348934600,28007,transportation,3.95
15,C578309168,4,M,28007,M1823072687,28007,transportation,40.29
15,C1629693561,4,M,28007,M348934600,28007,transportation,26.63
15,C1855857061,4,F,28007,M348934600,28007,transportation,29.51
15,C1048694975,4,M,28007,M1823072687,28007,transportation,8.03
15,C771207119,4,M,28007,M1823072687,28007,transportation,13.88
15,C749077907,4,M,28007,M348934600,28007,transportation,39.71
15,C503433561,4,M,28007,M348934600,28007,transportation,25.27
15,C1600873622,4,F,28007,M348934600,28007,transportation,7.26
15,C2095181585,4,M,28007,M480139044,28007,health,24.47
15,C1374783350,4,F,28007,M348934600,28007,transportation,22.31
15,C1501124312,4,M,28007,M348934600,28007,transportation,34.4
15,C545248492,4,M,28007,M348934600,28007,transportation,4.27
15,C581878341,4,M,28007,M348934600,28007,transportation,25.29
15,C1102156492,4,M,28007,M1823072687,28007,transportation,20.08
15,C477595630,4,M,28007,M1823072687,28007,transportation,6.21
15,C1543824543,4,M,28007,M348934600,28007,transportation,14.83
15,C1916796804,4,F,28007,M1649169323,28007,sportsandtoys,88.6
15,C1719485237,4,M,28007,M348934600,28007,transportation,24.04
15,C1385780363,4,F,28007,M348934600,28007,transportation,37.78
15,C474891377,4,M,28007,M348934600,28007,transportation,37.93
15,C638119430,4,F,28007,M855959430,28007,hyper,30.83
15,C1156885344,4,M,28007,M348934600,28007,transportation,31.55
15,C1882101149,4,M,28007,M348934600,28007,transportation,32.21
15,C10745331,4,F,28007,M348934600,28007,transportation,52.95
15,C129566217,4,M,28007,M348934600,28007,transportation,14.96
15,C1857140958,4,M,28007,M348934600,28007,transportation,51.32
15,C1349106433,4,M,28007,M1823072687,28007,transportation,8.72
15,C54876469,4,M,28007,M348934600,28007,transportation,3.65
15,C1630697663,4,F,28007,M855959430,28007,hyper,38.38
15,C899895612,4,M,28007,M348934600,28007,transportation,34.78
15,C345640256,4,F,28007,M348934600,28007,transportation,14.77
15,C47208933,4,F,28007,M855959430,28007,hyper,75.54
15,C483485800,4,F,28007,M45060432,28007,hotelservices,187.27
15,C1930258744,4,M,28007,M348934600,28007,transportation,35.65
15,C1038722314,4,M,28007,M209847108,28007,wellnessandbeauty,36.89
15,C1513653440,4,M,28007,M348934600,28007,transportation,31.43
15,C2105324799,4,M,28007,M480139044,28007,health,26.1
15,C576453501,4,M,28007,M1823072687,28007,transportation,54.89
15,C1966686053,4,F,28007,M348934600,28007,transportation,26.52
15,C723171448,4,M,28007,M1823072687,28007,transportation,12.38
15,C2015203999,4,F,28007,M1600850729,28007,fashion,122.11
15,C1853381059,4,M,28007,M348934600,28007,transportation,16.43
15,C873821675,4,M,28007,M348934600,28007,transportation,24.39
15,C98707741,4,F,28007,M348934600,28007,transportation,50.97
15,C335592096,4,M,28007,M348934600,28007,transportation,10.22
15,C914285365,4,M,28007,M348934600,28007,transportation,48.89
15,C268949400,4,M,28007,M1823072687,28007,transportation,25.07
15,C1980881901,4,M,28007,M348934600,28007,transportation,40.31
15,C1739071229,4,F,28007,M1823072687,28007,transportation,6.42
15,C496697462,4,M,28007,M980657600,28007,sportsandtoys,59.53
15,C1418055040,4,F,28007,M1053599405,28007,health,13.04
15,C205797331,4,F,28007,M1823072687,28007,transportation,43.12
15,C1292770722,4,F,28007,M151143676,28007,barsandrestaurants,74.07
15,C896659218,4,F,28007,M480139044,28007,health,103.34
15,C369405043,4,M,28007,M1823072687,28007,transportation,20.79
15,C1700159150,4,F,28007,M348934600,28007,transportation,36.83
15,C1258725927,4,M,28007,M1823072687,28007,transportation,49.23
15,C1952969809,4,F,28007,M348934600,28007,transportation,32.33
15,C1091680547,4,M,28007,M1823072687,28007,transportation,48.81
15,C1463356115,4,F,28007,M348934600,28007,transportation,9.97
15,C1862384239,4,M,28007,M348934600,28007,transportation,50.12
15,C91915601,4,M,28007,M348934600,28007,transportation,22.68
15,C559952121,4,F,28007,M348934600,28007,transportation,63.83
15,C2084449024,4,F,28007,M348934600,28007,transportation,42.5
15,C228023479,4,F,28007,M348934600,28007,transportation,10.12
15,C660232446,4,F,28007,M692898500,28007,health,53.95
15,C1747786179,4,F,28007,M547558035,28007,fashion,8.83
15,C1046896257,4,M,28007,M348934600,28007,transportation,26.95
15,C621230638,4,M,28007,M348934600,28007,transportation,15.06
15,C1872482068,4,M,28007,M348934600,28007,transportation,7.08
15,C585290792,4,M,28007,M1823072687,28007,transportation,11.94
15,C1126112663,4,M,28007,M1823072687,28007,transportation,22.49
15,C1382480007,4,F,28007,M348934600,28007,transportation,33.18
15,C2018553540,4,F,28007,M348934600,28007,transportation,44.42
15,C886658445,4,F,28007,M1823072687,28007,transportation,4.4
15,C947010068,4,F,28007,M1823072687,28007,transportation,42.32
15,C875900250,4,M,28007,M348934600,28007,transportation,70.73
15,C1394931354,4,M,28007,M1823072687,28007,transportation,35.8
15,C1341517098,4,F,28007,M1823072687,28007,transportation,44.22
15,C1969886762,4,M,28007,M348934600,28007,transportation,7.81
15,C1186953291,4,M,28007,M348934600,28007,transportation,8.19
15,C1186953291,4,M,28007,M1823072687,28007,transportation,16.51
15,C1902837467,4,M,28007,M1823072687,28007,transportation,42.98
15,C1355509614,4,M,28007,M1823072687,28007,transportation,37.55
15,C198230909,4,F,28007,M348934600,28007,transportation,26.32
15,C626467543,4,F,28007,M1823072687,28007,transportation,5.88
15,C784005201,4,M,28007,M348934600,28007,transportation,11.44
15,C171977183,4,M,28007,M348934600,28007,transportation,47.95
15,C210584188,4,M,28007,M348934600,28007,transportation,13.39
15,C2117938225,4,M,28007,M348934600,28007,transportation,13.58
15,C1970738826,4,M,28007,M348934600,28007,transportation,42.24
15,C1557448113,4,F,28007,M348934600,28007,transportation,16.4
15,C573965612,4,F,28007,M348934600,28007,transportation,11.25
15,C250546729,4,M,28007,M1823072687,28007,transportation,57.42
15,C958780730,4,M,28007,M1823072687,28007,transportation,30.75
15,C1293338142,4,F,28007,M348934600,28007,transportation,1.44
15,C707755349,4,M,28007,M348934600,28007,transportation,49.88
15,C403631555,4,M,28007,M348934600,28007,transportation,39.61
15,C927282395,4,F,28007,M1823072687,28007,transportation,19.66
15,C586830923,4,M,28007,M209847108,28007,wellnessandbeauty,16.45
15,C1954938610,4,M,28007,M1823072687,28007,transportation,5.68
15,C1684213034,4,M,28007,M348934600,28007,transportation,60.89
15,C1905396523,4,F,28007,M348934600,28007,transportation,48.24
15,C1828345671,4,M,28007,M1823072687,28007,transportation,24.34
15,C1942983218,4,F,28007,M1823072687,28007,transportation,16.07
15,C1735920391,4,F,28007,M209847108,28007,wellnessandbeauty,11.14
15,C1487874353,4,M,28007,M1823072687,28007,transportation,41.2
15,C1192874833,4,F,28007,M85975013,28007,food,21.77
15,C723217997,4,F,28007,M348934600,28007,transportation,25.14
15,C1559091388,4,F,28007,M348934600,28007,transportation,37.96
15,C506520283,4,F,28007,M348934600,28007,transportation,33.89
15,C1703739582,4,F,28007,M348934600,28007,transportation,28.44
15,C1535009453,4,F,28007,M348934600,28007,transportation,9.69
15,C1297995542,4,F,28007,M348934600,28007,transportation,26.05
15,C2055009466,4,M,28007,M1823072687,28007,transportation,41.93
15,C639532055,4,F,28007,M1823072687,28007,transportation,39.97
15,C146494822,4,F,28007,M348934600,28007,transportation,47.7
15,C1876642037,4,M,28007,M855959430,28007,hyper,17.9
15,C1607867760,4,F,28007,M1823072687,28007,transportation,18.42
15,C1879341237,4,M,28007,M348934600,28007,transportation,22.74
15,C136606306,4,M,28007,M348934600,28007,transportation,6.26
15,C446298173,4,F,28007,M348934600,28007,transportation,73.17
15,C324333692,4,F,28007,M348934600,28007,transportation,19.32
15,C1502465707,4,F,28007,M348934600,28007,transportation,7.04
15,C573104116,4,M,28007,M348934600,28007,transportation,44.33
15,C1918935856,4,M,28007,M348934600,28007,transportation,40.25
15,C1081944543,4,F,28007,M1823072687,28007,transportation,18.88
15,C2125787399,4,F,28007,M348934600,28007,transportation,42.28
15,C1050663079,4,M,28007,M348934600,28007,transportation,10.76
15,C786249459,4,M,28007,M348934600,28007,transportation,9.55
15,C1533572842,4,F,28007,M348934600,28007,transportation,30.94
15,C1881279773,4,F,28007,M1823072687,28007,transportation,17.14
15,C1424007721,4,F,28007,M348934600,28007,transportation,31.15
15,C1405664150,4,M,28007,M1823072687,28007,transportation,8.91
15,C1445931696,4,M,28007,M348934600,28007,transportation,28.49
15,C671392477,4,F,28007,M1823072687,28007,transportation,11.97
15,C1807970113,4,F,28007,M348934600,28007,transportation,3.69
15,C2064655298,4,F,28007,M348934600,28007,transportation,16.59
15,C774836418,4,F,28007,M348934600,28007,transportation,30.67
15,C1699102063,4,M,28007,M348934600,28007,transportation,36.59
15,C966984015,4,M,28007,M1823072687,28007,transportation,52.84
15,C1273110804,4,M,28007,M855959430,28007,hyper,78.22
15,C1973203074,4,F,28007,M348934600,28007,transportation,37.27
15,C1643499361,4,M,28007,M1823072687,28007,transportation,21.34
15,C1812521679,4,M,28007,M348934600,28007,transportation,30.02
15,C819131219,4,M,28007,M1823072687,28007,transportation,36.3
15,C1828416123,4,F,28007,M348934600,28007,transportation,47.19
15,C944367934,4,F,28007,M348934600,28007,transportation,3.95
15,C1594422820,4,F,28007,M348934600,28007,transportation,28.51
15,C1209743372,4,F,28007,M1823072687,28007,transportation,20.73
15,C318717540,4,M,28007,M348934600,28007,transportation,27.88
15,C107438779,4,M,28007,M348934600,28007,transportation,41.26
15,C1959067413,4,M,28007,M348934600,28007,transportation,30.97
15,C2000956624,4,M,28007,M348934600,28007,transportation,16.44
15,C339181872,4,F,28007,M1823072687,28007,transportation,13.45
15,C1554037473,4,F,28007,M348934600,28007,transportation,11.26
15,C1309194397,4,F,28007,M348934600,28007,transportation,29.33
15,C433481742,4,F,28007,M348934600,28007,transportation,15.08
15,C75274383,4,M,28007,M1823072687,28007,transportation,39.8
15,C1791793827,4,M,28007,M348934600,28007,transportation,26.6
15,C177123752,4,M,28007,M348934600,28007,transportation,16.34
15,C196888452,4,M,28007,M1823072687,28007,transportation,29.72
15,C1647801193,4,M,28007,M1823072687,28007,transportation,30.44
15,C976209265,4,M,28007,M1649169323,28007,sportsandtoys,65.81
15,C1194320883,4,F,28007,M348934600,28007,transportation,39.52
15,C1266329800,4,F,28007,M348934600,28007,transportation,17.76
15,C28023491,4,F,28007,M348934600,28007,transportation,30.15
15,C914243510,4,M,28007,M1823072687,28007,transportation,18.21
15,C638223659,4,M,28007,M348934600,28007,transportation,40.66
15,C202531238,4,F,28007,M348934600,28007,transportation,67.7
15,C1224153830,4,F,28007,M348934600,28007,transportation,2.6
15,C1350068848,4,M,28007,M1053599405,28007,health,182.94
15,C437189630,4,F,28007,M348934600,28007,transportation,47.58
15,C1060018471,4,F,28007,M85975013,28007,food,45.87
15,C1557448880,4,M,28007,M348934600,28007,transportation,17.23
15,C567616900,4,M,28007,M1823072687,28007,transportation,96.38
15,C851731350,4,M,28007,M1823072687,28007,transportation,30.73
15,C466569235,4,M,28007,M1823072687,28007,transportation,53.41
15,C10105795,4,M,28007,M348934600,28007,transportation,1.51
15,C1872660217,4,F,28007,M1823072687,28007,transportation,34.79
15,C1807567788,4,M,28007,M1823072687,28007,transportation,43.01
15,C1362652272,4,F,28007,M1823072687,28007,transportation,77.37
15,C143498560,4,M,28007,M348934600,28007,transportation,49.76
15,C1033848759,4,M,28007,M348934600,28007,transportation,12.76
15,C85676975,4,M,28007,M1823072687,28007,transportation,25.58
15,C1895811684,4,F,28007,M1823072687,28007,transportation,19.73
15,C1990073844,4,M,28007,M1823072687,28007,transportation,66.48
15,C521087514,4,F,28007,M348934600,28007,transportation,39.17
15,C5377162,4,F,28007,M1535107174,28007,wellnessandbeauty,55.04
15,C457497998,4,M,28007,M1823072687,28007,transportation,45.72
15,C2123823248,4,F,28007,M348934600,28007,transportation,0.59
15,C301483725,4,M,28007,M348934600,28007,transportation,12.93
15,C531724764,4,F,28007,M348934600,28007,transportation,37.62
15,C359628860,4,F,28007,M1842530320,28007,tech,54.77
15,C1860775846,4,F,28007,M1946091778,28007,wellnessandbeauty,171.03
15,C1559339990,4,M,28007,M1600850729,28007,fashion,109.85
15,C1867965524,4,M,28007,M348934600,28007,transportation,42.2
15,C1459624061,4,F,28007,M1823072687,28007,transportation,11.06
15,C153258882,4,F,28007,M348934600,28007,transportation,36.29
15,C251630036,4,F,28007,M1053599405,28007,health,51.59
15,C1741401017,4,M,28007,M1823072687,28007,transportation,23.22
15,C339931011,4,M,28007,M1823072687,28007,transportation,40.21
15,C1093826151,4,M,28007,M348934600,28007,transportation,2.66
15,C2126019044,4,M,28007,M1823072687,28007,transportation,28
15,C1486961552,4,F,28007,M1823072687,28007,transportation,79.58
15,C971838371,4,F,28007,M1823072687,28007,transportation,20.24
15,C1148771999,4,M,28007,M1823072687,28007,transportation,13.63
15,C2014169866,4,F,28007,M1823072687,28007,transportation,58.41
15,C16791543,4,M,28007,M348934600,28007,transportation,4.89
15,C486996910,4,M,28007,M348934600,28007,transportation,14.4
15,C1679430600,4,M,28007,M348934600,28007,transportation,12.59
15,C1779394537,4,F,28007,M1823072687,28007,transportation,27.43
15,C1981089677,4,M,28007,M348934600,28007,transportation,11.9
15,C805483863,4,F,28007,M1823072687,28007,transportation,28.01
15,C1258953485,4,F,28007,M348934600,28007,transportation,38.28
15,C1702053445,4,F,28007,M1888755466,28007,otherservices,23.78
15,C1844695541,4,F,28007,M1823072687,28007,transportation,16.56
15,C1005126300,4,F,28007,M1823072687,28007,transportation,22.22
15,C298468219,4,M,28007,M1823072687,28007,transportation,34.59
15,C1214229415,4,F,28007,M1823072687,28007,transportation,33.38
15,C465037281,4,F,28007,M1823072687,28007,transportation,16.02
15,C1191796691,4,F,28007,M348934600,28007,transportation,49.17
15,C1299474405,4,F,28007,M348934600,28007,transportation,12.57
15,C843090653,4,F,28007,M209847108,28007,wellnessandbeauty,64.08
15,C1855338494,4,M,28007,M348934600,28007,transportation,4.59
15,C1929167055,4,M,28007,M348934600,28007,transportation,33.97
15,C1798103026,4,F,28007,M348934600,28007,transportation,47.14
15,C1913127981,4,F,28007,M348934600,28007,transportation,23.66
15,C914488986,4,M,28007,M348934600,28007,transportation,57.19
15,C161733249,4,M,28007,M348934600,28007,transportation,30.11
15,C1807153148,4,F,28007,M348934600,28007,transportation,6.62
15,C2029865097,4,M,28007,M1823072687,28007,transportation,6.52
15,C297745197,4,F,28007,M348934600,28007,transportation,31.75
15,C1658315324,4,M,28007,M348934600,28007,transportation,4.12
15,C1023803355,4,M,28007,M348934600,28007,transportation,75.67
15,C188991095,4,F,28007,M1823072687,28007,transportation,15.25
15,C257361511,4,M,28007,M1823072687,28007,transportation,25.5
15,C980181294,4,F,28007,M1823072687,28007,transportation,1.69
15,C1248026439,4,M,28007,M348934600,28007,transportation,38.12
15,C870367228,4,M,28007,M348934600,28007,transportation,10.21
15,C399389739,4,F,28007,M1823072687,28007,transportation,49.94
15,C1870640785,4,M,28007,M1823072687,28007,transportation,68.13
15,C168710517,4,F,28007,M1535107174,28007,wellnessandbeauty,97.11
15,C2116616608,4,F,28007,M348934600,28007,transportation,54.66
15,C39607150,4,F,28007,M1823072687,28007,transportation,52.98
15,C277720476,4,M,28007,M348934600,28007,transportation,71.63
15,C306854291,4,F,28007,M1823072687,28007,transportation,38.56
15,C1548142512,4,F,28007,M348934600,28007,transportation,44.34
15,C1373973501,4,F,28007,M1823072687,28007,transportation,25.31
15,C578700012,4,F,28007,M348934600,28007,transportation,58.62
15,C369805136,4,M,28007,M348934600,28007,transportation,25.8
15,C862267590,4,M,28007,M1823072687,28007,transportation,30.6
15,C297347471,4,M,28007,M1823072687,28007,transportation,29.46
15,C333484923,4,M,28007,M1823072687,28007,transportation,2.85
15,C135434041,4,F,28007,M348934600,28007,transportation,10.76
15,C2061535111,4,M,28007,M348934600,28007,transportation,40.02
15,C574852748,4,F,28007,M348934600,28007,transportation,65.45
15,C1193034305,4,F,28007,M348934600,28007,transportation,51.04
15,C1433843082,4,F,28007,M1823072687,28007,transportation,9
15,C210318225,4,F,28007,M348934600,28007,transportation,10.04
15,C2704357,4,F,28007,M348934600,28007,transportation,22.84
15,C1736605496,4,M,28007,M348934600,28007,transportation,31.52
15,C2029028090,4,M,28007,M348934600,28007,transportation,0.36
15,C1077245673,4,F,28007,M348934600,28007,transportation,12.74
15,C539791425,4,F,28007,M1823072687,28007,transportation,64.03
15,C582173326,4,F,28007,M348934600,28007,transportation,37.29
15,C1259046770,4,F,28007,M348934600,28007,transportation,44.77
15,C599293124,4,F,28007,M348934600,28007,transportation,6.42
15,C26045684,4,F,28007,M348934600,28007,transportation,27.65
15,C722399783,4,M,28007,M1823072687,28007,transportation,39.51
15,C1142956269,4,M,28007,M348934600,28007,transportation,11.14
15,C1952937534,4,F,28007,M348934600,28007,transportation,48.23
15,C1952937534,4,F,28007,M1823072687,28007,transportation,17.82
15,C206142588,4,F,28007,M1823072687,28007,transportation,23.04
15,C1626806996,4,M,28007,M348934600,28007,transportation,64.86
15,C813472343,4,M,28007,M1823072687,28007,transportation,35.72
15,C1729776721,4,M,28007,M348934600,28007,transportation,7.25
15,C474894075,4,F,28007,M348934600,28007,transportation,10.18
15,C616528518,4,F,28007,M348934600,28007,transportation,8.89
15,C1830336096,4,M,28007,M348934600,28007,transportation,10.53
15,C1010589026,4,F,28007,M1823072687,28007,transportation,19.63
15,C883419967,4,F,28007,M348934600,28007,transportation,17.92
15,C1058652489,4,M,28007,M348934600,28007,transportation,42.9
15,C956700475,4,F,28007,M855959430,28007,hyper,75.73
15,C2027310658,4,F,28007,M547558035,28007,fashion,47.4
15,C1768220463,4,M,28007,M348934600,28007,transportation,5.45
15,C1971497679,4,M,28007,M348934600,28007,transportation,15.96
15,C436675850,4,M,28007,M348934600,28007,transportation,6.36
15,C1004300450,4,M,28007,M348934600,28007,transportation,50.38
15,C366069783,4,F,28007,M348934600,28007,transportation,22.51
15,C208889378,4,M,28007,M348934600,28007,transportation,45.16
15,C229592862,4,F,28007,M348934600,28007,transportation,15.5
15,C1381700589,4,M,28007,M1888755466,28007,otherservices,65.03
15,C680687990,4,F,28007,M348934600,28007,transportation,21.47
15,C2095938989,4,F,28007,M348934600,28007,transportation,42.99
15,C1939799337,4,F,28007,M1823072687,28007,transportation,64.43
15,C957771834,4,M,28007,M348934600,28007,transportation,33.66
15,C679458582,4,F,28007,M348934600,28007,transportation,18.54
15,C85945497,4,F,28007,M348934600,28007,transportation,60.95
15,C1631162170,4,F,28007,M855959430,28007,hyper,65.71
16,C126488680,4,M,28007,M348934600,28007,transportation,30.97
16,C1734487337,4,F,28007,M348934600,28007,transportation,31.67
16,C971838371,4,F,28007,M1823072687,28007,transportation,22.7
16,C339931011,4,M,28007,M1823072687,28007,transportation,19.11
16,C331622323,4,F,28007,M1823072687,28007,transportation,28.11
16,C171977183,4,M,28007,M348934600,28007,transportation,28.34
16,C409331076,4,M,28007,M348934600,28007,transportation,29.2
16,C213197624,4,F,28007,M1823072687,28007,transportation,13.25
16,C324333692,4,F,28007,M855959430,28007,hyper,11.93
16,C2029028090,4,M,28007,M1649169323,28007,sportsandtoys,102.64
16,C261768480,4,F,28007,M348934600,28007,transportation,18.64
16,C26045684,4,F,28007,M348934600,28007,transportation,45.68
16,C2138823885,4,M,28007,M348934600,28007,transportation,14.32
16,C465897830,4,M,28007,M547558035,28007,fashion,56.98
16,C85676975,4,M,28007,M1823072687,28007,transportation,61.01
16,C2013871968,4,F,28007,M348934600,28007,transportation,15.81
16,C96508773,4,F,28007,M348934600,28007,transportation,46.61
16,C1312448128,4,F,28007,M348934600,28007,transportation,32.58
16,C59263760,4,F,28007,M348934600,28007,transportation,53.92
16,C1876642037,4,M,28007,M348934600,28007,transportation,29.3
16,C1289997724,4,F,28007,M348934600,28007,transportation,16.9
16,C1000699316,4,M,28007,M1823072687,28007,transportation,30.63
16,C1010589026,4,F,28007,M1823072687,28007,transportation,37.21
16,C1487874353,4,M,28007,M1946091778,28007,wellnessandbeauty,66.01
16,C1445931696,4,M,28007,M209847108,28007,wellnessandbeauty,102.55
16,C457497998,4,M,28007,M1823072687,28007,transportation,55.09
16,C862267590,4,M,28007,M1823072687,28007,transportation,1.44
16,C1684213034,4,M,28007,M348934600,28007,transportation,48.36
16,C1535009453,4,F,28007,M348934600,28007,transportation,42.49
16,C206142588,4,F,28007,M1823072687,28007,transportation,2.56
16,C369046885,4,M,28007,M85975013,28007,food,4.1
16,C1585648581,4,F,28007,M1053599405,28007,health,169.01
16,C1585648581,4,F,28007,M1913465890,28007,health,48.33
16,C1226558289,4,M,28007,M348934600,28007,transportation,24.97
16,C1497367004,4,F,28007,M348934600,28007,transportation,10.23
16,C205797331,4,F,28007,M1823072687,28007,transportation,5.19
16,C1855693993,4,F,28007,M348934600,28007,transportation,0.04
16,C399389739,4,F,28007,M1823072687,28007,transportation,10.86
16,C1166355595,4,F,28007,M348934600,28007,transportation,4.85
16,C1299368401,4,M,28007,M1823072687,28007,transportation,28.92
16,C626467543,4,F,28007,M1823072687,28007,transportation,26.7
16,C576453501,4,M,28007,M1946091778,28007,wellnessandbeauty,44.2
16,C2090486181,4,M,28007,M348934600,28007,transportation,36.76
16,C1626806996,4,M,28007,M348934600,28007,transportation,40.03
16,C1367581052,4,M,28007,M348934600,28007,transportation,52.29
16,C1533572842,4,F,28007,M348934600,28007,transportation,18.24
16,C1862384239,4,M,28007,M348934600,28007,transportation,13.88
16,C251630036,4,F,28007,M85975013,28007,food,23.83
16,C638223659,4,M,28007,M348934600,28007,transportation,25.13
16,C2094478222,4,F,28007,M348934600,28007,transportation,5.42
16,C98707741,4,F,28007,M348934600,28007,transportation,2.05
16,C545102882,4,F,28007,M348934600,28007,transportation,44.02
16,C1273110804,4,M,28007,M348934600,28007,transportation,10.26
16,C980181294,4,F,28007,M1823072687,28007,transportation,56.37
16,C1909782411,4,F,28007,M348934600,28007,transportation,39.16
16,C85945497,4,F,28007,M348934600,28007,transportation,44.96
16,C1629693561,4,M,28007,M348934600,28007,transportation,55.85
16,C1631162170,4,F,28007,M1741626453,28007,sportsandtoys,42.96
16,C606355103,4,F,28007,M348934600,28007,transportation,49.6
16,C177123752,4,M,28007,M348934600,28007,transportation,28.09
16,C1431806998,4,F,28007,M348934600,28007,transportation,39.74
16,C1679796651,4,M,28007,M348934600,28007,transportation,42.65
16,C1426006139,4,F,28007,M348934600,28007,transportation,34.03
16,C602544155,4,M,28007,M855959430,28007,hyper,51.46
16,C1385354747,4,M,28007,M855959430,28007,hyper,26.44
16,C369405043,4,M,28007,M1823072687,28007,transportation,30.76
16,C1765886577,4,F,28007,M1823072687,28007,transportation,40.06
16,C1312615175,4,F,28007,M480139044,28007,health,189.56
16,C577335130,4,M,28007,M348934600,28007,transportation,37.71
